step,potential_energy,temperature
770000,-4553.000000000019,1.0
771000,-4553.000000000016,1.0
772000,-4680.60000000002,1.0
773000,-4657.40000000002,1.0
774000,-4582.000000000019,1.0
775000,-4587.800000000018,1.0
776000,-4645.800000000021,1.0
777000,-4680.600000000023,1.0
778000,-4663.200000000021,1.0
779000,-4605.200000000022,1.0
780000,-4640.000000000021,1.0
781000,-4634.200000000023,1.0
782000,-4674.80000000002,1.0
783000,-4703.800000000021,1.0
784000,-4756.000000000022,1.0
785000,-4692.200000000022,1.0
786000,-4709.600000000021,1.0
787000,-4721.200000000023,1.0
788000,-4663.20000000002,1.0
789000,-4605.200000000019,1.0
790000,-4669.000000000021,1.0
791000,-4669.00000000002,1.0
792000,-4732.800000000022,1.0
793000,-4727.000000000022,1.0
794000,-4709.600000000021,1.0
795000,-4779.200000000023,1.0
796000,-4802.400000000024,1.0
797000,-4790.800000000022,1.0
798000,-4785.000000000022,1.0
799000,-4796.600000000023,1.0
800000,-4773.400000000023,1.0
801000,-4715.400000000021,1.0
802000,-4732.800000000023,1.0
803000,-4819.800000000023,1.0
804000,-4808.200000000026,1.0
805000,-4814.000000000025,1.0
806000,-4831.400000000028,1.0
807000,-4802.400000000028,1.0
808000,-4785.000000000026,1.0
809000,-4773.400000000028,1.0
810000,-4790.8000000000275,1.0
811000,-4785.000000000026,1.0
812000,-4738.600000000025,1.0
813000,-4727.000000000023,1.0
814000,-4808.200000000026,1.0
815000,-4796.600000000025,1.0
816000,-4732.800000000021,1.0
817000,-4732.800000000023,1.0
818000,-4756.000000000024,1.0
819000,-4744.400000000023,1.0
820000,-4692.200000000024,1.0
821000,-4773.400000000026,1.0
822000,-4663.2000000000235,1.0
823000,-4703.800000000023,1.0
824000,-4837.200000000024,1.0
825000,-4802.400000000024,1.0
826000,-4785.000000000025,1.0
827000,-4732.800000000026,1.0
828000,-4796.600000000022,1.0
829000,-4796.600000000024,1.0
830000,-4727.000000000024,1.0
831000,-4698.000000000021,1.0
832000,-4825.600000000023,1.0
833000,-4814.000000000023,1.0
834000,-4767.600000000024,1.0
835000,-4715.400000000022,1.0
836000,-4819.800000000022,1.0
837000,-4802.400000000022,1.0
838000,-4773.4000000000215,1.0
839000,-4895.2000000000235,1.0
840000,-4837.200000000021,1.0
841000,-4883.600000000024,1.0
842000,-4889.400000000026,1.0
843000,-4901.000000000027,1.0
844000,-4889.400000000026,1.0
845000,-4964.800000000028,1.0
846000,-4964.800000000028,1.0
847000,-4999.6000000000295,1.0
848000,-4918.400000000027,1.0
849000,-4941.600000000028,1.0
850000,-4924.200000000025,1.0
851000,-4935.800000000026,1.0
852000,-4935.800000000025,1.0
853000,-4930.000000000029,1.0
854000,-4895.200000000027,1.0
855000,-4901.000000000026,1.0
856000,-4767.600000000024,1.0
857000,-4883.600000000025,1.0
858000,-4901.0000000000255,1.0
859000,-4866.200000000025,1.0
860000,-4976.400000000028,1.0
861000,-4930.000000000028,1.0
862000,-4918.400000000029,1.0
863000,-4895.200000000027,1.0
864000,-4941.600000000029,1.0
865000,-4866.200000000025,1.0
866000,-4877.800000000028,1.0
867000,-4912.6000000000295,1.0
868000,-4866.200000000029,1.0
869000,-4889.400000000029,1.0
870000,-4837.200000000028,1.0
871000,-4901.000000000029,1.0
872000,-4831.400000000028,1.0
873000,-4814.000000000028,1.0
874000,-4895.200000000028,1.0
875000,-4854.600000000029,1.0
876000,-4901.000000000031,1.0
877000,-4796.600000000026,1.0
878000,-4848.8000000000275,1.0
879000,-4750.200000000025,1.0
880000,-4692.200000000024,1.0
881000,-4785.0000000000255,1.0
882000,-4866.200000000029,1.0
883000,-4866.20000000003,1.0
884000,-4860.400000000029,1.0
885000,-4924.200000000029,1.0
886000,-4872.000000000026,1.0
887000,-4930.00000000003,1.0
888000,-4953.200000000028,1.0
889000,-4808.200000000026,1.0
890000,-4790.8000000000275,1.0
891000,-4819.800000000027,1.0
892000,-4761.800000000026,1.0
893000,-4814.000000000028,1.0
894000,-4802.400000000027,1.0
895000,-4843.000000000028,1.0
896000,-4883.600000000029,1.0
897000,-4877.8000000000275,1.0
898000,-4906.800000000028,1.0
899000,-4872.0000000000255,1.0
900000,-4877.800000000027,1.0
901000,-4866.200000000027,1.0
902000,-4819.800000000025,1.0
903000,-4895.200000000025,1.0
904000,-4854.600000000025,1.0
905000,-4895.200000000025,1.0
906000,-4918.400000000028,1.0
907000,-4906.800000000027,1.0
908000,-4901.0000000000255,1.0
909000,-4860.400000000024,1.0
910000,-4796.600000000024,1.0
911000,-4831.400000000024,1.0
912000,-4802.400000000024,1.0
913000,-4860.400000000025,1.0
914000,-4837.200000000024,1.0
915000,-4825.600000000024,1.0
916000,-4837.200000000026,1.0
917000,-4819.800000000025,1.0
918000,-4802.400000000024,1.0
919000,-4814.000000000022,1.0
920000,-4750.2000000000235,1.0
921000,-4796.600000000024,1.0
922000,-4814.000000000026,1.0
923000,-4779.200000000026,1.0
924000,-4825.600000000024,1.0
925000,-4912.600000000025,1.0
926000,-4825.600000000024,1.0
927000,-4872.000000000022,1.0
928000,-4796.600000000021,1.0
929000,-4872.000000000025,1.0
930000,-4843.000000000023,1.0
931000,-4872.0000000000255,1.0
932000,-4860.4000000000215,1.0
933000,-4837.200000000023,1.0
934000,-4761.800000000024,1.0
935000,-4866.200000000025,1.0
936000,-4860.400000000026,1.0
937000,-4819.800000000027,1.0
938000,-4779.200000000025,1.0
939000,-4808.200000000024,1.0
940000,-4785.000000000025,1.0
941000,-4773.4000000000215,1.0
942000,-4785.000000000023,1.0
943000,-4802.400000000022,1.0
944000,-4802.4000000000215,1.0
945000,-4779.200000000023,1.0
946000,-4831.400000000023,1.0
947000,-4843.000000000022,1.0
948000,-4854.60000000002,1.0
949000,-4819.800000000025,1.0
950000,-4814.000000000026,1.0
951000,-4854.600000000026,1.0
952000,-4895.200000000025,1.0
953000,-4889.400000000024,1.0
954000,-4860.400000000025,1.0
955000,-4837.200000000028,1.0
956000,-4924.200000000028,1.0
957000,-4895.200000000028,1.0
958000,-4959.000000000025,1.0
959000,-5011.200000000026,1.0
960000,-4999.600000000026,1.0
961000,-4982.200000000025,1.0
962000,-4918.400000000027,1.0
963000,-4953.200000000026,1.0
964000,-4999.600000000027,1.0
965000,-4941.600000000025,1.0
966000,-4930.000000000027,1.0
967000,-4918.400000000025,1.0
968000,-4941.600000000028,1.0
969000,-4964.8000000000275,1.0
970000,-4999.6000000000295,1.0
971000,-5022.800000000029,1.0
972000,-4976.400000000029,1.0
973000,-4970.600000000028,1.0
974000,-4982.200000000027,1.0
975000,-4976.400000000027,1.0
976000,-5005.400000000027,1.0
977000,-4993.8000000000275,1.0
978000,-4935.800000000027,1.0
979000,-4970.600000000027,1.0
980000,-4935.800000000027,1.0
981000,-4935.800000000028,1.0
982000,-4930.000000000028,1.0
983000,-4993.800000000028,1.0
984000,-4906.800000000026,1.0
985000,-4912.600000000027,1.0
986000,-4918.400000000026,1.0
987000,-4901.000000000026,1.0
988000,-4866.200000000025,1.0
989000,-4924.200000000026,1.0
990000,-4953.200000000027,1.0
991000,-4930.000000000027,1.0
992000,-4964.800000000028,1.0
993000,-4976.400000000028,1.0
994000,-4941.600000000028,1.0
995000,-4883.600000000025,1.0
996000,-4843.000000000026,1.0
997000,-4848.800000000026,1.0
998000,-4837.200000000025,1.0
999000,-4889.400000000027,1.0
1000000,-4883.600000000026,1.0
